units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen,5633,NA,Vascular plants,pollen,Falcaria vulgaris,UPHE,2,1
NISP,NA,pollen,5639,NA,Vascular plants,pollen,Heliotropium europaeum,UPHE,1,1
NISP,NA,pollen,5671,NA,Vascular plants,pollen,Helleborus-type,UPHE,14,1
NISP,NA,pollen,5674,NA,Vascular plants,pollen,Phyteuma,UPHE,108,14
NISP,NA,pollen,5750,NA,Vascular plants,pollen,Ailanthus,TRSH,9,2
NISP,NA,pollen,5798,NA,Vascular plants,pollen,Aesculus hippocastanum,TRSH,1,1
NISP,NA,pollen,5804,NA,Vascular plants,pollen,Plantago major/P. media-type,UPHE,40,3
NISP,NA,pollen,5811,NA,Vascular plants,pollen,Papaveraceae undiff.,UPHE,3,1
NISP,NA,pollen,5819,NA,Vascular plants,pollen,Oenanthe fistulosa-type,UPHE,11,1
NISP,NA,pollen,5823,NA,Vascular plants,pollen,Cannabis-type,UPHE,251,7
NISP,NA,pollen,9115,NA,Vascular plants,pollen,Cannabaceae,TRSH,318,13
NISP,NA,pollen,9503,NA,Vascular plants,pollen,Oxyria,UPHE,12,2
NISP,NA,pollen,9505,NA,Vascular plants,pollen,Menyanthes,AQVP,52,3
NISP,NA,pollen,9519,NA,Vascular plants,pollen,Fallopia,UPHE,1,1
NISP,NA,pollen,9585,NA,Vascular plants,pollen,Amaranthus,UPHE,32,3
NISP,NA,pollen,9629,NA,Vascular plants,pollen,Cyperus-type,UPHE,59,2
NISP,NA,pollen,9666,NA,Vascular plants,pollen,Helianthus,UPHE,2,1
NISP,NA,pollen,9686,NA,Vascular plants,pollen,Clusiaceae/Hypericaceae cf. Hypericum,TRSH,3,1
NISP,NA,pollen,9690,NA,Vascular plants,pollen,Faboideae,UPHE,183,18
NISP,NA,pollen,9773,NA,Vascular plants,pollen,Calluna,TRSH,260,6
NISP,NA,pollen,14122,NA,Vascular plants,pollen,Ostrya carpinifolia,TRSH,288,3
NISP,NA,pollen,21606,NA,Vascular plants,pollen,Potamogeton natans-type,AQVP,37,1
NISP,NA,pollen,21607,NA,Vascular plants,pollen,Potamogeton pectinatus-type,AQVP,3,1
NISP,NA,pollen,22585,NA,Vascular plants,pollen,Erica-type,TRSH,277,3
NISP,NA,pollen,22717,NA,Vascular plants,pollen,Dioscorea,UPHE,2,2
NISP,NA,pollen,23548,NA,Vascular plants,pollen,cf. Rubus,TRSH,3,1
NISP,NA,pollen,23592,NA,Vascular plants,pollen,Quercus sp.,TRSH,3,1
NISP,NA,pollen,23730,NA,Vascular plants,pollen,Myriophyllum-type,AQVP,86,1
NISP,NA,pollen,23835,NA,Vascular plants,pollen,Pinus sp.,TRSH,108,1
NISP,NA,pollen,23917,NA,Vascular plants,pollen,cf. Rutaceae,TRSH,1,1
NISP,NA,pollen,23964,NA,Vascular plants,pollen,Glyceria,UPHE,1,1
NISP,NA,pollen,24002,NA,Vascular plants,pollen,cf. Medicago,UPHE,38,2
NISP,NA,pollen,24994,NA,Vascular plants,pollen,cf. Mentha,UPHE,1,1
NISP,NA,pollen,24995,NA,Vascular plants,pollen,cf. Prunus,TRSH,7,1
NISP,NA,pollen,25820,NA,Vascular plants,pollen,Bromus,UPHE,2,1
NISP,NA,pollen,25878,NA,Vascular plants,pollen,Anemone sect. Pulsatilla,UPHE,69,12
NISP,NA,pollen,26972,NA,Vascular plants,pollen,Rhododendron-type,TRSH,2,1
NISP,NA,pollen,27457,NA,Vascular plants,pollen,Oxyria-type,UPHE,15,3
NISP,NA,pollen,27573,NA,Vascular plants,pollen,Ranunculus sect. Batrachium,AQVP,43,7
NISP,NA,pollen,27584,NA,Vascular plants,pollen,Aegopodium podagraria,UPHE,1,1
NISP,NA,pollen,27585,NA,Vascular plants,pollen,Arnica montana,UPHE,17,5
NISP,NA,pollen,27586,NA,Vascular plants,pollen,Carlina,UPHE,19,6
NISP,NA,pollen,27587,NA,Vascular plants,pollen,Silenoideae-type,UPHE,63,8
NISP,NA,pollen,27588,NA,Vascular plants,pollen,Cerastium arvense-type,UPHE,21,3
NISP,NA,pollen,27589,NA,Vascular plants,pollen,Cerastium cerastoides-type,UPHE,58,6
NISP,NA,pollen,27592,NA,Vascular plants,pollen,Doronicum,UPHE,2,1
NISP,NA,pollen,27593,NA,Vascular plants,pollen,Homogyne,UPHE,15,7
NISP,NA,pollen,27594,NA,Vascular plants,pollen,Ligusticum mutellina,UPHE,54,10
NISP,NA,pollen,27595,NA,Vascular plants,pollen,Medicago falcata-type,UPHE,5,3
NISP,NA,pollen,27597,NA,Vascular plants,pollen,Moehringia-type,UPHE,6,2
NISP,NA,pollen,27599,NA,Vascular plants,pollen,Primula hirsuta-type,UPHE,2,1
NISP,NA,pollen,27600,NA,Vascular plants,pollen,Rumex alpinus,UPHE,367,11
NISP,NA,pollen,27605,NA,Vascular plants,pollen,Seseli-type,UPHE,38,2
NISP,NA,pollen,27606,NA,Vascular plants,pollen,Soldanella,UPHE,12,7
NISP,NA,pollen,27607,NA,Vascular plants,pollen,Sparganium angustifolium-type,AQVP,92,7
NISP,NA,pollen,27611,NA,Vascular plants,pollen,Trifolium badium-type,UPHE,22,4
NISP,NA,pollen,27613,NA,Vascular plants,pollen,Tussilago farfara,UPHE,10,3
NISP,NA,pollen,27661,NA,Vascular plants,pollen,Humulus/Cannabis-type,UPHE,218,4
NISP,NA,pollen,27881,NA,Vascular plants,pollen,cf. Chrysosplenium,UPHE,3,1
NISP,NA,pollen,27888,NA,Vascular plants,pollen,cf. Scutellaria,UPHE,1,1
NISP,NA,pollen,29012,NA,Vascular plants,pollen,mimosoid clade,TRSH,3,2
NISP,NA,pollen,29114,NA,Vascular plants,pollen,Cicendia,UPHE,2,1
NISP,NA,pollen,29485,NA,Vascular plants,pollen,cf. Daphne,TRSH,2,1
NISP,NA,pollen,29559,NA,Vascular plants,pollen,Erythrina-type,TRSH,2,1
NISP,NA,pollen,29625,NA,Vascular plants,pollen,Cannabis,UPHE,184,8
NISP,NA,pollen,29809,NA,Vascular plants,pollen,Orlaya,UPHE,14,3
NISP,NA,pollen,29810,NA,Vascular plants,pollen,Orlaya grandiflora,UPHE,11,3
NISP,NA,pollen,29811,NA,Vascular plants,pollen,Torilis arvensis,UPHE,9,3
NISP,NA,pollen,29816,NA,Vascular plants,pollen,Trifolium alpinum-type,UPHE,18,5
NISP,NA,pollen,30385,NA,Vascular plants,pollen,Plantago sp.,UPHE,11,2
NISP,NA,pollen,30930,NA,Vascular plants,pollen,Aconitum napellus-type,UPHE,10,1
NISP,NA,pollen,30937,NA,Vascular plants,pollen,Adonis annua-type,UPHE,5,3
NISP,NA,pollen,30942,NA,Vascular plants,pollen,Aethusa-type,UPHE,19,2
NISP,NA,pollen,30966,NA,Vascular plants,pollen,Ammi majus,UPHE,2,1
NISP,NA,pollen,30972,NA,Vascular plants,pollen,Lycopsis arvensis,UPHE,2,1
NISP,NA,pollen,30977,NA,Vascular plants,pollen,Androsace alpina-type,UPHE,2,1
NISP,NA,pollen,30999,NA,Vascular plants,pollen,Anemone hortensis-type,UPHE,3,1
NISP,NA,pollen,31033,NA,Vascular plants,pollen,Aphanes arvensis,UPHE,3,1
NISP,NA,pollen,31050,NA,Vascular plants,pollen,Arenaria serpyllifolia-type,UPHE,1,1
NISP,NA,pollen,31211,NA,Vascular plants,pollen,Asparagus acutifolius,UPHE,8,1
NISP,NA,pollen,31233,NA,Vascular plants,pollen,Astragalus depressus,UPHE,2,1
NISP,NA,pollen,31236,NA,Vascular plants,pollen,Astrantia major-type,UPHE,2,1
NISP,NA,pollen,31246,NA,Vascular plants,pollen,Avena/Triticum group,UPHE,86,2
NISP,NA,pollen,31266,NA,Vascular plants,pollen,Ranunculus sect. Batrachium-type,UPHE,103,4
NISP,NA,pollen,31289,NA,Vascular plants,pollen,Bifora radians-type,UPHE,5,1
NISP,NA,pollen,31368,NA,Vascular plants,pollen,Buphthalmum,UPHE,1,1
NISP,NA,pollen,31421,NA,Vascular plants,pollen,Carthamus-type,UPHE,3,2
NISP,NA,pollen,31459,NA,Vascular plants,pollen,Carpinus betulus-type,TRSH,67,1
NISP,NA,pollen,31512,NA,Vascular plants,pollen,Centaurea montana/Cyanus triumfettii,UPHE,3,1
NISP,NA,pollen,31556,NA,Vascular plants,pollen,cf. Aconitum,UPHE,3,1
NISP,NA,pollen,31558,NA,Vascular plants,pollen,cf. Acorus,UPHE,3,1
NISP,NA,pollen,31574,NA,Vascular plants,pollen,cf. Astragalus,UPHE,1,1
NISP,NA,pollen,31589,NA,Vascular plants,pollen,cf. Butomus,AQVP,4,1
NISP,NA,pollen,31595,NA,Vascular plants,pollen,cf. Carduus,UPHE,10,2
NISP,NA,pollen,31600,NA,Vascular plants,pollen,cf. Cedrus,TRSH,3,1
NISP,NA,pollen,31628,NA,Vascular plants,pollen,cf. Cirsium,UPHE,1,1
NISP,NA,pollen,31711,NA,Vascular plants,pollen,cf. Cytisus,TRSH,40,3
NISP,NA,pollen,31723,NA,Vascular plants,pollen,cf. Epilobium,UPHE,4,1
NISP,NA,pollen,31734,NA,Vascular plants,pollen,Gagea,UPHE,1,1
NISP,NA,pollen,31736,NA,Vascular plants,pollen,cf. Genista,TRSH,5,2
NISP,NA,pollen,31744,NA,Vascular plants,pollen,cf. Helianthemum,UPHE,1,1
NISP,NA,pollen,31745,NA,Vascular plants,pollen,Helleborus viridis,UPHE,3,2
NISP,NA,pollen,31756,NA,Vascular plants,pollen,cf. Humulus lupulus,UPHE,62,1
NISP,NA,pollen,31998,NA,Vascular plants,pollen,Cynoglossum officinale-type,UPHE,2,2
NISP,NA,pollen,31999,NA,Vascular plants,pollen,Falcaria-type,UPHE,45,5
NISP,NA,pollen,32003,NA,Vascular plants,pollen,Laserpitium latifolium-type,UPHE,4,3
NISP,NA,pollen,32004,NA,Vascular plants,pollen,Minuartia rubra-type,UPHE,42,4
NISP,NA,pollen,32005,NA,Vascular plants,pollen,Morus alba-type,TRSH,27,6
NISP,NA,pollen,32006,NA,Vascular plants,pollen,Saponaria,UPHE,3,2
NISP,NA,pollen,32262,NA,Vascular plants,pollen,Levisticum officinale,UPHE,2,1
NISP,NA,pollen,32275,NA,Vascular plants,pollen,Silene flos-cuculi,UPHE,2,2
NISP,NA,pollen,32277,NA,Vascular plants,pollen,Silene viscaria-type,UPHE,14,3
NISP,NA,pollen,32327,NA,Vascular plants,pollen,cf. Olea,TRSH,54,2
NISP,NA,pollen,32328,NA,Vascular plants,pollen,cf. Onobrychis-type,UPHE,1,1
NISP,NA,pollen,32385,NA,Vascular plants,pollen,cf. Rosa,UPHE,9,2
NISP,NA,pollen,32397,NA,Vascular plants,pollen,cf. Saussurea,UPHE,1,1
NISP,NA,pollen,32460,NA,Vascular plants,pollen,cf. Succisa,UPHE,3,1
NISP,NA,pollen,32467,NA,Vascular plants,pollen,cf. Taraxacum,UPHE,4,1
NISP,NA,pollen,32537,NA,Vascular plants,pollen,Chaerophyllum-type,UPHE,16,2
NISP,NA,pollen,32603,NA,Vascular plants,pollen,Convolvulus arvensis-type,UPHE,6,2
NISP,NA,pollen,32604,NA,Vascular plants,pollen,Calystegia sepium-type,UPHE,1,1
NISP,NA,pollen,32645,NA,Vascular plants,pollen,Crupina-type,UPHE,2,1
NISP,NA,pollen,32654,NA,Vascular plants,pollen,Cyclamen hederifolium,UPHE,6,5
NISP,NA,pollen,32655,NA,Vascular plants,pollen,Cyclamen purpurascens,UPHE,1,1
NISP,NA,pollen,32672,NA,Vascular plants,pollen,Cytinus,UPHE,3,1
NISP,NA,pollen,32685,NA,Vascular plants,pollen,Daucus carota-type,UPHE,4,1
NISP,NA,pollen,32692,NA,Vascular plants,pollen,Dictamnus albus,TRSH,1,1
NISP,NA,pollen,32714,NA,Vascular plants,pollen,Drosera-type,AQVP,1,1
NISP,NA,pollen,32730,NA,Vascular plants,pollen,Echium vulgare-type,UPHE,12,2
NISP,NA,pollen,32731,NA,Vascular plants,pollen,Vincetoxicum,UPHE,1,1
NISP,NA,pollen,32769,NA,Vascular plants,pollen,Epipactis palustris-type,UPHE,1,1
NISP,NA,pollen,32821,NA,Vascular plants,pollen,Falcaria vulgaris-type,UPHE,12,1
NISP,NA,pollen,32839,NA,Vascular plants,pollen,Foeniculum vulgare subsp. vulgare,UPHE,1,1
NISP,NA,pollen,32840,NA,Vascular plants,pollen,Frangula alnus-type,TRSH,2,1
NISP,NA,pollen,32843,NA,Vascular plants,pollen,Fraxinus ornus-type,TRSH,122,5
NISP,NA,pollen,32864,NA,Vascular plants,pollen,Gagea/Tulipa,UPHE,7,1
NISP,NA,pollen,32887,NA,Vascular plants,pollen,Genisteae-type,TRSH,7,1
NISP,NA,pollen,32899,NA,Vascular plants,pollen,Geranium molle-type,UPHE,2,1
NISP,NA,pollen,32901,NA,Vascular plants,pollen,Geranium phaeum-type,UPHE,2,1
NISP,NA,pollen,32913,NA,Vascular plants,pollen,Geum montanum-type,UPHE,1,1
NISP,NA,pollen,32918,NA,Vascular plants,pollen,Globularia,UPHE,4,2
NISP,NA,pollen,32938,NA,Vascular plants,pollen,Hedera-type,TRSH,10,1
NISP,NA,pollen,32940,NA,Vascular plants,pollen,Hedysarum hedysaroides,UPHE,1,1
NISP,NA,pollen,32962,NA,Vascular plants,pollen,Helleborus foetidus,UPHE,36,2
NISP,NA,pollen,32963,NA,Vascular plants,pollen,Helleborus viridis-type,UPHE,17,2
NISP,NA,pollen,32974,NA,Vascular plants,pollen,Herniaria glabra-type,UPHE,34,3
NISP,NA,pollen,32987,NA,Vascular plants,pollen,Hippocrepis comosa,UPHE,2,2
NISP,NA,pollen,33004,NA,Vascular plants,pollen,Hordelymus,UPHE,3,1
NISP,NA,pollen,33007,NA,Vascular plants,pollen,Hordeum/Triticum-type,UPHE,39,1
NISP,NA,pollen,33008,NA,Vascular plants,pollen,Hordeum group,UPHE,117,2
NISP,NA,pollen,33009,NA,Vascular plants,pollen,Hottonia palustris-type,AQVP,12,2
NISP,NA,pollen,33064,NA,Vascular plants,pollen,Juniperus communis-type,TRSH,8,1
NISP,NA,pollen,33069,NA,Vascular plants,pollen,Knautia arvensis-type,UPHE,5,4
NISP,NA,pollen,33087,NA,Vascular plants,pollen,Laserpitium prutenicum,UPHE,20,6
NISP,NA,pollen,33144,NA,Vascular plants,pollen,Limonium-type,UPHE,1,1
NISP,NA,pollen,33146,NA,Vascular plants,pollen,Linaceae undiff.,UPHE,1,1
NISP,NA,pollen,33169,NA,Vascular plants,pollen,Lloydia serotina,UPHE,3,3
NISP,NA,pollen,33199,NA,Vascular plants,pollen,Lygeum spartum,UPHE,35,6
NISP,NA,pollen,33243,NA,Vascular plants,pollen,Malva sylvestris-type,UPHE,1,1
NISP,NA,pollen,33246,NA,Vascular plants,pollen,Marrubium-type,UPHE,1,1
NISP,NA,pollen,33247,NA,Vascular plants,pollen,Matthiola-type,UPHE,1,1
NISP,NA,pollen,33253,NA,Vascular plants,pollen,Thymus/Mentha-type,UPHE,43,2
NISP,NA,pollen,33256,NA,Vascular plants,pollen,Mercurialis cf. M. ovata,UPHE,4,1
NISP,NA,pollen,33270,NA,Vascular plants,pollen,Minuartia verna-type,UPHE,26,3
NISP,NA,pollen,33288,NA,Vascular plants,pollen,Morus alba,TRSH,42,3
NISP,NA,pollen,33299,NA,Vascular plants,pollen,Myrtus-type,TRSH,7,4
NISP,NA,pollen,33339,NA,Vascular plants,pollen,Onosma,UPHE,2,2
NISP,NA,pollen,33359,NA,Vascular plants,pollen,Papaver argemone-type,UPHE,1,1
NISP,NA,pollen,33377,NA,Vascular plants,pollen,Parthenocissus quinquefolia,TRSH,1,1
NISP,NA,pollen,33465,NA,Vascular plants,pollen,Phillyrea angustifolia-type,TRSH,79,2
NISP,NA,pollen,33478,NA,Vascular plants,pollen,Pimpinella anisum-type,UPHE,2,2
NISP,NA,pollen,33523,NA,Vascular plants,pollen,Platanus orientalis,TRSH,1,1
NISP,NA,pollen,33547,NA,Vascular plants,pollen,Spermatophyta undiff. (cf. upland herbs),UPHE,491,9
NISP,NA,pollen,33583,NA,Vascular plants,pollen,Koenigia alpina,UPHE,21,7
NISP,NA,pollen,33584,NA,Vascular plants,pollen,Koenigia alpina-type,UPHE,4,1
NISP,NA,pollen,33595,NA,Vascular plants,pollen,Rumex spinosus,UPHE,1,1
NISP,NA,pollen,33609,NA,Vascular plants,pollen,Polygonum maritimum,UPHE,1,1
NISP,NA,pollen,33634,NA,Vascular plants,pollen,Poterium,UPHE,3,1
NISP,NA,pollen,33655,NA,Vascular plants,pollen,Pulmonaria obscura,UPHE,2,2
NISP,NA,pollen,33686,NA,Vascular plants,pollen,Quercus cerris/Q. suber,TRSH,248,3
NISP,NA,pollen,33694,NA,Vascular plants,pollen,Quercus pubescens/Q. robur-type,TRSH,164,3
NISP,NA,pollen,33719,NA,Vascular plants,pollen,Ranunculus aconitifolius-type,UPHE,59,5
NISP,NA,pollen,33720,NA,Vascular plants,pollen,Ranunculus acris group,UPHE,4,1
NISP,NA,pollen,33749,NA,Vascular plants,pollen,Ranunculus lingua-type,UPHE,1,1
NISP,NA,pollen,33759,NA,Vascular plants,pollen,Reseda luteola-type,UPHE,5,1
NISP,NA,pollen,33767,NA,Vascular plants,pollen,Rhamnus/Frangula,TRSH,2,1
NISP,NA,pollen,33769,NA,Vascular plants,pollen,Rhaponticum scariosum,UPHE,1,1
NISP,NA,pollen,33800,NA,Vascular plants,pollen,Robinia pseudoacacia,TRSH,6,3
NISP,NA,pollen,33823,NA,Vascular plants,pollen,Poterium sanguisorba,UPHE,213,19
NISP,NA,pollen,33824,NA,Vascular plants,pollen,Poterium sanguisorba subsp. sanguisorba,UPHE,5,1
NISP,NA,pollen,33844,NA,Vascular plants,pollen,Rumex acetosa/R. scutatus-type,UPHE,1,1
NISP,NA,pollen,33845,NA,Vascular plants,pollen,Rumex scutatus-type,UPHE,1,1
NISP,NA,pollen,33849,NA,Vascular plants,pollen,Rumex alpinus-type,UPHE,40,2
NISP,NA,pollen,33854,NA,Vascular plants,pollen,Rumex palustris-type,AQVP,1,1
NISP,NA,pollen,33855,NA,Vascular plants,pollen,Rumex palustris group,AQVP,11,1
NISP,NA,pollen,33856,NA,Vascular plants,pollen,Rumex sanguineus,UPHE,4,4
NISP,NA,pollen,33858,NA,Vascular plants,pollen,Rumex triangulivalvis,UPHE,7,2
NISP,NA,pollen,33883,NA,Vascular plants,pollen,Salvia-type,UPHE,9,2
NISP,NA,pollen,33909,NA,Vascular plants,pollen,Saxifraga paniculata-type,UPHE,71,5
NISP,NA,pollen,33958,NA,Vascular plants,pollen,Scleranthus annuus-type,UPHE,4,2
NISP,NA,pollen,33966,NA,Vascular plants,pollen,Scrophulariaceae pro parte,UPHE,1,1
NISP,NA,pollen,33999,NA,Vascular plants,pollen,Silaum silaus,UPHE,1,1
NISP,NA,pollen,34011,NA,Vascular plants,pollen,Asphodelaceae,UPHE,2,1
NISP,NA,pollen,34017,NA,Vascular plants,pollen,Simethis planifolia,UPHE,3,1
NISP,NA,pollen,34019,NA,Vascular plants,pollen,Sison amomum,UPHE,1,1
NISP,NA,pollen,34035,NA,Vascular plants,pollen,Sorbus aria-type,TRSH,23,2
NISP,NA,pollen,34059,NA,Vascular plants,pollen,Staphylea pinnata,TRSH,3,1
NISP,NA,pollen,34064,NA,Vascular plants,pollen,Stellaria cf. S. holostea,UPHE,1,1
NISP,NA,pollen,34068,NA,Vascular plants,pollen,Streptopus amplexifolius,UPHE,1,1
NISP,NA,pollen,34069,NA,Vascular plants,pollen,Succisa pratensis-type,UPHE,11,2
NISP,NA,pollen,34076,NA,Vascular plants,pollen,Dioscorea communis,UPHE,4,2
NISP,NA,pollen,34091,NA,Vascular plants,pollen,Thalictrum flavum-type,UPHE,108,2
NISP,NA,pollen,34116,NA,Vascular plants,pollen,Torilis nodosa,UPHE,5,2
NISP,NA,pollen,34120,NA,Vascular plants,pollen,Trachycarpus fortunei,PALM,10,3
NISP,NA,pollen,34161,NA,Vascular plants,pollen,Trollius europaeus-type,UPHE,3,1
NISP,NA,pollen,34204,NA,Vascular plants,pollen,Urtica pilulifera,UPHE,2,2
NISP,NA,pollen,34206,NA,Vascular plants,pollen,Urtica membranacea,UPHE,7,2
NISP,NA,pollen,34232,NA,Vascular plants,pollen,Valeriana montana-type,UPHE,3,2
NISP,NA,pollen,34235,NA,Vascular plants,pollen,Verbena-type,UPHE,1,1
NISP,NA,pollen,34247,NA,Vascular plants,pollen,Viola canina-type,UPHE,2,1
NISP,NA,pollen,34259,NA,Vascular plants,pollen,Xanthium spinosum-type,UPHE,5,1
NISP,NA,pollen,35235,NA,Vascular plants,pollen,Vicia faba-type,UPHE,1,1
NISP,NA,pollen,38049,NA,Vascular plants,pollen,cf. Hydrocotyle,AQVP,1,1
NISP,NA,pollen,38510,NA,Vascular plants,pollen,Althaea officinalis,UPHE,6,1
NISP,NA,pollen,38716,NA,Vascular plants,pollen,cf. Ruta,UPHE,1,1
NISP,NA,pollen,38770,NA,Vascular plants,pollen,Plantago uniflora,UPHE,3,3
NISP,NA,pollen,39210,NA,Vascular plants,pollen,Vicia cf. V. faba,UPHE,3,1
NISP,NA,pollen,39227,NA,Vascular plants,pollen,cf. Elatine,AQVP,2,1
NISP,NA,pollen,40368,NA,Vascular plants,pollen,cf. Capparis,TRSH,8,2
NISP,NA,pollen,40907,NA,Vascular plants,pollen,Fabaceae (type 1),UPHE,1,1
NISP,NA,pollen,41049,NA,Vascular plants,pollen,Achillea/Anthemis-type,UPHE,487,1
NISP,NA,pollen,41050,NA,Vascular plants,pollen,Centaurea cf. C. cyanus/montana-type,UPHE,20,1
NISP,NA,pollen,41051,NA,Vascular plants,pollen,cf. Frangula/Bruckenthalia,TRSH,1,1
NISP,NA,pollen,41052,NA,Vascular plants,pollen,cf. Androsace,UPHE,21,1
NISP,NA,pollen,41053,NA,Vascular plants,pollen,cf. Circaea,UPHE,1,1
NISP,NA,pollen,41054,NA,Vascular plants,pollen,cf. Samolus valerandi,AQVP,1,1
NISP,NA,pollen,41057,NA,Vascular plants,pollen,Persicaria undiff.,UPHE,5,1
NISP,NA,pollen,41531,NA,Vascular plants,pollen,Pyrus/Malus,TRSH,2,1
NISP,NA,pollen,41548,NA,Vascular plants,pollen,cf. Cardamine,UPHE,4,1
NISP,NA,pollen,41612,NA,Vascular plants,pollen,cf. Lupinus,UPHE,1,1
NISP,NA,pollen,42232,NA,Vascular plants,pollen,Caryophyllaceae (porate),UPHE,9,2
NISP,NA,pollen,44116,NA,Vascular plants,pollen,Fumaria officinalis,UPHE,4,1
NISP,NA,pollen,44117,NA,Vascular plants,pollen,Centaurium erythraea,UPHE,3,1
NISP,NA,pollen,45946,NA,Vascular plants,pollen,Anthyllis montana-type,UPHE,3,1
NISP,NA,pollen,46128,NA,Vascular plants,pollen,cf. Cercis,TRSH,1,1
NISP,NA,pollen,46129,NA,Vascular plants,pollen,Cistus cf. C. incanus,TRSH,18,2
NISP,NA,pollen,46130,NA,Vascular plants,pollen,Clematis vitalba group,UPHE,47,2
NISP,NA,pollen,46131,NA,Vascular plants,pollen,Erica cf. E. arborea/multiflora,TRSH,128,2
NISP,NA,pollen,46132,NA,Vascular plants,pollen,cf. Ficus,TRSH,2,1
NISP,NA,pollen,46133,NA,Vascular plants,pollen,Jasminum fruticans-type,UPHE,2,1
NISP,NA,pollen,46134,NA,Vascular plants,pollen,cf. Pyrus,TRSH,8,2
NISP,NA,pollen,46135,NA,Vascular plants,pollen,cf. Arum,UPHE,1,1
NISP,NA,pollen,46136,NA,Vascular plants,pollen,Symphytum officinale-type,UPHE,5,2
NISP,NA,pollen,46137,NA,Vascular plants,pollen,Paronychia cf. P. kapela,UPHE,32,2
NISP,NA,pollen,46138,NA,Vascular plants,pollen,cf. Arabis,UPHE,41,2
NISP,NA,pollen,46139,NA,Vascular plants,pollen,cf. Capsella,UPHE,16,2
NISP,NA,pollen,46140,NA,Vascular plants,pollen,cf. Lamium,UPHE,16,2
NISP,NA,pollen,46141,NA,Vascular plants,pollen,cf. Phlomis,UPHE,10,2
NISP,NA,pollen,46143,NA,Vascular plants,pollen,cf. Dorycnium,UPHE,1,1
NISP,NA,pollen,46144,NA,Vascular plants,pollen,Hedysarum cf. H. coronarium,UPHE,8,2
NISP,NA,pollen,46145,NA,Vascular plants,pollen,cf. Asparagus,UPHE,12,2
NISP,NA,pollen,46146,NA,Vascular plants,pollen,cf. Mesembryanthemum,UPHE,3,2
NISP,NA,pollen,46147,NA,Vascular plants,pollen,cf. Corydalis,UPHE,3,1
NISP,NA,pollen,46148,NA,Vascular plants,pollen,cf. Rheum,UPHE,1,1
NISP,NA,pollen,46149,NA,Vascular plants,pollen,Cyclamen hederifolium-type,UPHE,3,2
NISP,NA,pollen,46150,NA,Vascular plants,pollen,Primula cf. P. integrifolia,UPHE,6,1
NISP,NA,pollen,46151,NA,Vascular plants,pollen,Primula undiff.,UPHE,3,1
NISP,NA,pollen,46152,NA,Vascular plants,pollen,cf. Euphrasia,UPHE,3,1
NISP,NA,pollen,46153,NA,Vascular plants,pollen,Pastinaca sativa-type,UPHE,1,1
NISP,NA,pollen,46154,NA,Vascular plants,pollen,Urtica cf. U. membranacea,UPHE,4,1
NISP,NA,pollen,46155,NA,Vascular plants,pollen,Magnoliatae indeterminata,TRSH,100,2
NISP,NA,pollen,46156,NA,Vascular plants,pollen,Samolus valerandi-type,AQVP,2,1
NISP,NA,pollen,46165,NA,Vascular plants,pollen,cf. Ziziphus,TRSH,2,1
NISP,NA,pollen,46166,NA,Vascular plants,pollen,cf. Iberis,UPHE,3,1
NISP,NA,pollen,46167,NA,Vascular plants,pollen,cf. Limodorum,UPHE,1,1
NISP,NA,pollen,46168,NA,Vascular plants,pollen,Fragaria cf. F. vesca,UPHE,1,1
NISP,NA,pollen,46169,NA,Vascular plants,pollen,Ammi cf. A. visnaga,UPHE,6,1
NISP,NA,pollen,46170,NA,Vascular plants,pollen,cf. Althenia,AQVP,1,1
NISP,NA,pollen,46171,NA,Vascular plants,pollen,Ranunculus cf. R. fluitans,UPHE,1,1
NISP,NA,pollen,46203,NA,Vascular plants,pollen,Phoenix-type,PALM,1,1
NISP,NA,pollen,46204,NA,Vascular plants,pollen,Valeriana celtica-type,UPHE,2,1
NISP,NA,pollen,46277,NA,Vascular plants,pollen,Pinus cf. P. pinaster,TRSH,1,1
NISP,NA,pollen,46278,NA,Vascular plants,pollen,Pinus sylvestris/P. mugo,TRSH,93,1
NISP,NA,pollen,46279,NA,Vascular plants,pollen,Fraxinus cf. F. angustifolia/F. oxycarpa,TRSH,30,1
NISP,NA,pollen,46280,NA,Vascular plants,pollen,Cistus cf. C. albidus,TRSH,1,1
NISP,NA,pollen,46281,NA,Vascular plants,pollen,cf. Bellis,UPHE,5,1
NISP,NA,pollen,46282,NA,Vascular plants,pollen,cf. Senecio,UPHE,2,1
NISP,NA,pollen,46283,NA,Vascular plants,pollen,cf. Hieracium,UPHE,1,1
NISP,NA,pollen,46285,NA,Vascular plants,pollen,cf. Raphanus,UPHE,1,1
NISP,NA,pollen,46286,NA,Vascular plants,pollen,cf. Corrigiola,UPHE,1,1
NISP,NA,pollen,46287,NA,Vascular plants,pollen,cf. Lathyrus,UPHE,1,1
NISP,NA,pollen,46288,NA,Vascular plants,pollen,cf. Stachys glutinosa,UPHE,1,1
NISP,NA,pollen,46289,NA,Vascular plants,pollen,cf. Anagallis tenella,UPHE,1,1
NISP,NA,pollen,48911,NA,Vascular plants,pollen,Pistacia-type,TRSH,3,1
NISP,NA,pollen/spore,296,NA,Unidentified palynomorphs,pollen/spore,Unknown undiff.,UNID,273,1
